run_id,experiment,harness,model,task_id,variant,rep,wall_s,turns,reasoning_tokens,visible_output_tokens,logical_input_tokens,reported_cost_usd,estimated_no_cache_cost_usd,scope_compliant_success,tool_calls,failed_calls,error_recovery_calls,duplicate_commands,repeated_reads,post_green_repeat_tests,post_success_calls,abandoned_exploration_calls,distinct_files_read,tool_result_chars,est_tool_result_tokens,induced_cost_lower_usd,induced_cost_upper_usd,context_growth_tokens,tool_wall_s,n_calls_with_duration,cat_code_edit,cat_file_read,cat_file_search,cat_test_execution,cat_navigation,cat_other_bash,cat_git_inspect,cat_env_inspect,cat_other_tool,cat_lint_static,cat_build_compile
pi_Kimi-K2.6_js-high-02_bounded_efficiency_r1_b0d943,screening_pi,pi,moonshotai/Kimi-K2.6,js-high-02,bounded_efficiency,1,7.4,6,550,941,11910,0.009118,0.018527,True,6,1,1,0,0,0,0,1,2,2239,560,0.000907,0.002086,1530,,0,1,2,0,2,1,0,0,0,0,0,0
claude-code_Inkling_js-med-03_baseline_r2_50d965,screening_cc,claude-code,thinkingmachines/Inkling,js-med-03,baseline,2,16.78,11,495,1114,192609,0.067295,0.197121,True,10,7,6,4,0,0,0,0,1,1497,374,0.002266,0.011502,1016,0.15,10,1,2,0,5,0,2,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_multiple_approaches_r1_f7ba7d,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,multiple_approaches,1,25.41,7,2939,3931,26937,0.030174,0.050014,True,7,1,1,0,0,0,1,1,2,4250,1062,0.001818,0.004535,5140,,0,1,3,0,2,1,0,0,0,0,0,0
pi_Inkling_go-med-01_exhaustive_exploration_r2_c147e9,screening_pi,pi,thinkingmachines/Inkling,go-med-01,exhaustive_exploration,2,7.34,6,57,537,13341,0.007229,0.015516,True,7,1,1,0,0,0,0,0,3,2306,576,0.000904,0.002506,1341,,0,2,3,0,1,0,1,0,0,0,0,0
claude-code_Kimi-K2.6_go-med-01_baseline_r1_1bd3e5,screening_cc,claude-code,moonshotai/Kimi-K2.6,go-med-01,baseline,1,24.58,8,1952,2661,113339,0.039309,0.147981,True,7,1,0,0,0,0,0,0,3,1841,460,0.001853,0.008358,1211,0.15,7,2,3,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.6_js-high-02_no_questions_autonomy_r2_9b3c27,screening_pi,pi,moonshotai/Kimi-K2.6,js-high-02,no_questions_autonomy,2,7.19,5,223,606,8854,0.006312,0.013352,True,5,0,0,0,0,0,0,1,2,1320,330,0.000515,0.001111,998,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Inkling_js-high-01_deep_thinking_r1_d841c7,screening_pi,pi,thinkingmachines/Inkling,js-high-01,deep_thinking,1,13.68,10,499,1194,24445,0.01292,0.029281,True,9,1,1,0,0,0,1,1,2,3791,948,0.001623,0.004921,2361,,0,1,3,0,2,2,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-03_baseline_r1_7e5c3e,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-03,baseline,1,13.12,9,284,1295,129794,0.033539,0.128484,True,8,4,3,1,0,0,0,1,2,1654,414,0.001093,0.003892,1610,0.21,8,1,2,0,3,2,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_multiple_approaches_r2_4d2732,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,multiple_approaches,2,23.97,6,669,1480,15496,0.012796,0.032113,True,6,1,1,0,0,0,0,0,2,907,227,0.000526,0.00154,1814,,0,1,2,1,2,0,0,0,0,0,0,0
pi_Inkling_go-med-01_verbose_repetition_r1_36f1b4,screening_pi,pi,thinkingmachines/Inkling,go-med-01,verbose_repetition,1,5.97,6,29,325,11757,0.004999,0.013073,True,7,0,0,0,0,0,1,0,3,1519,380,0.000578,0.001545,863,,0,1,3,0,2,1,0,0,0,0,0,0
pi_Kimi-K2.7-Code_go-med-01_adjacent_cleanup_r1_65da1d,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-med-01,adjacent_cleanup,1,15.2,7,928,1585,16312,0.011865,0.021836,False,8,0,0,0,0,0,0,1,4,1599,400,0.000681,0.001888,1974,,0,2,4,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.6_js-high-02_verbose_repetition_r1_d740e8,screening_pi,pi,moonshotai/Kimi-K2.6,js-high-02,verbose_repetition,1,9.09,5,502,861,9446,0.00753,0.01521,True,5,0,0,0,0,0,0,1,2,1112,278,0.000421,0.00086,1165,,0,1,2,0,1,1,0,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_py-low-01_baseline_r1_0f3cb4,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-low-01,baseline,1,45.74,14,1349,2913,251215,0.121609,0.447251,True,13,9,8,0,0,0,0,0,1,1582,396,0.002595,0.01728,2142,0.17,13,8,3,0,2,0,0,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_max_certainty_r2_64a755,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,max_certainty,2,14.59,6,1073,1723,15284,0.012974,0.026094,True,7,0,0,0,0,0,2,1,2,4265,1066,0.001508,0.002651,2921,,0,1,3,0,2,1,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-03_exhaustive_exploration_r2_5df3b7,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-03,exhaustive_exploration,2,11.75,9,365,1017,130123,0.032156,0.127685,True,8,3,2,2,0,0,0,1,2,1588,397,0.001243,0.004707,1165,0.19,8,1,2,0,3,2,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_verbose_repetition_r1_0b96a6,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,verbose_repetition,1,12.25,6,192,636,12961,0.008602,0.024765,True,5,0,0,0,0,0,0,0,2,671,168,0.000376,0.001024,859,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.7-Code_go-med-01_deep_thinking_r1_322e60,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-med-01,deep_thinking,1,11.55,7,767,1396,16100,0.010811,0.020879,True,8,0,0,0,0,0,2,0,3,1461,365,0.000597,0.001598,1743,,0,1,3,1,2,0,0,0,0,0,1,0
claude-code_Kimi-K2.7-Code_js-low-03_deep_thinking_r2_d35931,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-03,deep_thinking,2,6.05,5,141,718,63851,0.017663,0.06353,True,4,1,0,0,0,0,0,1,2,641,160,0.000259,0.000687,793,0.06,4,1,2,0,1,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-med-01_bounded_efficiency_r1_ea2999,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-med-01,bounded_efficiency,1,17.38,6,178,826,14251,0.017027,0.027671,True,7,0,0,0,0,0,1,0,3,1309,327,0.00076,0.002231,1199,,0,1,3,0,2,0,1,0,0,0,0,0
pi_Inkling_js-high-01_exhaustive_exploration_r2_40fd3c,screening_pi,pi,thinkingmachines/Inkling,js-high-01,exhaustive_exploration,2,21.49,11,1334,1979,36856,0.022454,0.044871,True,11,1,1,0,1,0,1,1,2,5144,1286,0.002618,0.009119,3732,,0,1,4,0,2,1,3,0,0,0,0,0
pi_Kimi-K2.7-Code_go-med-01_exhaustive_exploration_r2_76baec,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-med-01,exhaustive_exploration,2,7.42,6,319,793,13575,0.007945,0.016068,True,9,0,0,0,0,0,2,1,4,2499,625,0.000959,0.00242,1626,,0,1,5,0,1,0,1,0,0,0,1,0
claude-code_Inkling_js-med-03_exhaustive_exploration_r2_5cd820,screening_cc,claude-code,thinkingmachines/Inkling,js-med-03,exhaustive_exploration,2,30.94,24,1046,1949,443922,0.116416,0.451815,True,23,16,15,11,0,0,0,1,2,4231,1058,0.013584,0.074741,2244,0.34,23,2,4,0,14,0,3,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-03_baseline_r2_21e2b1,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-03,baseline,2,7.3,6,18,439,95256,0.022499,0.092249,True,5,2,1,0,0,0,0,1,1,898,224,0.000473,0.001511,646,0.16,5,1,1,0,2,1,0,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_js-low-03_baseline_r1_bb5747,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,js-low-03,baseline,1,19.4,7,251,910,112304,0.084246,0.198576,True,6,2,1,0,0,0,0,1,2,1147,287,0.001045,0.005251,957,0.12,6,2,2,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_baseline_r1_d3e05a,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,baseline,1,19.06,5,1624,2221,12101,0.01562,0.024516,True,5,0,0,0,0,0,0,1,2,1641,410,0.000639,0.001372,2632,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Inkling_js-high-01_baseline_r1_b2149e,screening_pi,pi,thinkingmachines/Inkling,js-high-01,baseline,1,11.59,12,173,868,30224,0.013554,0.033739,True,11,0,0,0,1,0,0,2,2,5819,1455,0.002665,0.008575,2648,,0,1,6,1,1,1,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_no_questions_autonomy_r2_8b0450,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,no_questions_autonomy,2,24.09,6,226,803,13054,0.010527,0.025508,True,6,0,0,0,0,0,0,0,2,764,191,0.000431,0.001189,966,,0,1,2,1,1,1,0,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_exhaustive_exploration_r1_1c9656,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,exhaustive_exploration,1,9.28,6,460,1158,15510,0.012751,0.023823,True,6,1,1,0,0,0,0,1,2,4347,1087,0.001863,0.004656,2380,,0,1,2,0,2,0,1,0,0,0,0,0
claude-code_Inkling_js-med-03_no_questions_autonomy_r1_d927bf,screening_cc,claude-code,thinkingmachines/Inkling,js-med-03,no_questions_autonomy,1,15.5,10,381,784,174293,0.061879,0.177468,True,9,5,4,4,1,0,0,0,1,1530,382,0.001676,0.007992,815,0.12,9,1,3,0,5,0,0,0,0,0,0,0
pi_Kimi-K2.7-Code_go-med-01_multiple_approaches_r1_0b9d52,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-med-01,multiple_approaches,1,20.03,10,1628,2793,33310,0.021609,0.042817,False,12,1,1,0,0,0,2,0,3,2609,652,0.001201,0.003526,3628,,0,4,5,1,2,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-med-01_no_questions_autonomy_r2_58392f,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-med-01,no_questions_autonomy,2,28.62,7,675,1496,18976,0.020484,0.038224,True,8,0,0,0,0,0,2,0,3,1566,392,0.000938,0.002912,1808,,0,1,4,1,2,0,0,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_bounded_efficiency_r1_fa1577,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,bounded_efficiency,1,11.15,7,1473,2037,19063,0.01745,0.032042,True,7,1,1,0,0,0,0,1,2,3358,840,0.001449,0.003657,3010,,0,1,3,0,2,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_no_questions_autonomy_r2_d5e4bb,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,no_questions_autonomy,2,12.75,5,337,1024,11565,0.010282,0.023687,True,7,0,0,0,0,0,0,1,4,1316,329,0.000687,0.001567,1214,,0,1,4,1,1,0,0,0,0,0,0,0
pi_Kimi-K2.7-Code_go-med-01_verbose_repetition_r1_1ffa85,screening_pi,pi,moonshotai/Kimi-K2.7-Code,go-med-01,verbose_repetition,1,8.21,6,211,608,12244,0.00633,0.014064,True,7,0,0,0,0,0,1,0,3,1549,387,0.000624,0.001648,1112,,0,1,3,1,2,0,0,0,0,0,0,0
pi_Inkling_js-high-01_bounded_efficiency_r1_8c72d4,screening_pi,pi,thinkingmachines/Inkling,js-high-01,bounded_efficiency,1,19.56,11,776,1579,33402,0.017168,0.039797,True,11,1,1,0,0,1,1,1,2,4658,1164,0.00227,0.007667,3053,,0,2,4,0,3,1,1,0,0,0,0,0
pi_Inkling_js-high-01_bounded_efficiency_r2_c10078,screening_pi,pi,thinkingmachines/Inkling,js-high-01,bounded_efficiency,2,11.36,7,360,782,17090,0.010058,0.020257,True,7,1,1,0,0,0,0,1,2,3957,989,0.001479,0.003871,2137,,0,1,2,0,2,1,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-03_no_questions_autonomy_r2_b11100,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-03,no_questions_autonomy,2,38.27,15,4042,5296,244320,0.071812,0.253288,True,14,9,8,5,0,0,0,3,4,1359,340,0.001561,0.006516,1783,0.2,14,1,5,0,7,1,0,0,0,0,0,0
claude-code_Kimi-K2.6_go-med-01_exhaustive_exploration_r1_aed4f4,screening_cc,claude-code,moonshotai/Kimi-K2.6,go-med-01,exhaustive_exploration,1,70.04,33,4468,6027,531747,0.141634,0.665218,True,32,23,22,13,0,0,0,0,3,2549,637,0.009407,0.052621,2538,0.47,32,1,4,1,19,1,2,0,2,0,1,1
pi_Kimi-K2.6_js-med-02_verbose_repetition_r2_e328c7,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,verbose_repetition,2,15.78,7,1322,1967,17409,0.015918,0.029742,True,7,1,1,0,0,0,1,2,3,2507,627,0.001013,0.002319,2539,,0,1,4,0,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_verbose_repetition_r2_2ad86d,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,verbose_repetition,2,17.2,5,429,1207,12423,0.012018,0.025816,True,8,0,0,0,0,0,0,1,3,1135,284,0.000581,0.001252,1460,,0,1,3,0,1,3,0,0,0,0,0,0
claude-code_Inkling_js-med-03_no_questions_autonomy_r2_04f249,screening_cc,claude-code,thinkingmachines/Inkling,js-med-03,no_questions_autonomy,2,28.04,22,798,1645,378004,0.102174,0.384666,True,21,9,9,4,3,0,0,1,2,3358,840,0.007614,0.040692,1852,0.27,21,2,7,0,7,1,2,0,0,2,0,0
claude-code_DeepSeek-V4-Pro_js-low-03_exhaustive_exploration_r1_5ff467,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,js-low-03,exhaustive_exploration,1,42.14,11,462,1654,191611,0.076201,0.339159,True,10,6,5,1,0,0,0,1,2,1753,438,0.002512,0.01598,1559,0.19,10,3,2,0,4,0,1,0,0,0,0,0
pi_Kimi-K2.6_js-high-02_multiple_approaches_r2_8df77c,screening_pi,pi,moonshotai/Kimi-K2.6,js-high-02,multiple_approaches,2,63.21,9,8114,9429,58594,0.065767,0.112743,True,9,1,1,0,0,0,2,1,2,2835,709,0.001379,0.004022,10196,,0,1,3,1,2,1,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-03_exhaustive_exploration_r1_8ca4f2,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-03,exhaustive_exploration,1,8.01,7,16,602,95762,0.023486,0.093382,True,6,2,1,1,0,0,0,1,2,779,195,0.000399,0.001255,756,0.16,6,1,2,1,2,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-med-01_no_questions_autonomy_r1_a8bdda,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-med-01,no_questions_autonomy,1,28.93,6,592,1543,16536,0.015219,0.034142,True,9,0,0,0,0,0,2,0,3,1985,496,0.001063,0.002601,2087,,0,2,5,0,1,0,1,0,0,0,0,0
pi_Kimi-K2.6_js-high-02_bounded_efficiency_r2_575156,screening_pi,pi,moonshotai/Kimi-K2.6,js-high-02,bounded_efficiency,2,7.97,7,684,1094,15799,0.010506,0.023882,True,7,1,1,0,0,0,0,1,2,2702,676,0.001182,0.003036,1907,,0,1,2,0,2,2,0,0,0,0,0,0
pi_Inkling_js-high-01_adjacent_cleanup_r1_03c4d3,screening_pi,pi,thinkingmachines/Inkling,js-high-01,adjacent_cleanup,1,17.03,11,460,1151,28189,0.01394,0.032851,True,11,1,1,0,1,0,2,1,2,4583,1146,0.002129,0.006932,2466,,0,1,5,0,2,2,1,0,0,0,0,0
claude-code_Kimi-K2.6_go-med-01_baseline_r2_20777c,screening_cc,claude-code,moonshotai/Kimi-K2.6,go-med-01,baseline,2,16.08,12,972,1480,163033,0.044156,0.2023,True,11,5,4,2,1,0,0,0,3,1894,474,0.002626,0.012915,1279,0.17,11,1,4,0,5,1,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_js-high-02_adjacent_cleanup_r2_12da67,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,js-high-02,adjacent_cleanup,2,34.3,9,360,1281,27249,0.020961,0.020961,True,9,1,1,1,0,1,3,1,2,2929,732,0.001098,0.002414,2240,,0,1,2,0,3,1,2,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_max_certainty_r2_00d71f,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,max_certainty,2,18.94,6,436,1500,20005,0.012826,0.040029,True,8,0,0,0,0,0,2,1,3,3805,951,0.002248,0.006812,2774,,0,1,4,0,1,0,2,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_multiple_approaches_r2_7020dd,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,multiple_approaches,2,20.39,8,2458,3620,25161,0.027603,0.046483,True,8,1,1,1,1,0,0,2,2,4133,1033,0.001898,0.005189,4751,,0,1,3,0,2,2,0,0,0,0,0,0
claude-code_Inkling_js-med-03_exhaustive_exploration_r1_c1b0bf,screening_cc,claude-code,thinkingmachines/Inkling,js-med-03,exhaustive_exploration,1,19.31,12,568,1282,216662,0.072799,0.221854,True,11,6,5,4,0,0,0,1,2,3206,802,0.005023,0.025637,1723,0.26,11,1,3,0,5,0,2,0,0,0,0,0
pi_Kimi-K2.6_js-high-02_verbose_repetition_r2_308d66,screening_pi,pi,moonshotai/Kimi-K2.6,js-high-02,verbose_repetition,2,9.08,6,584,1081,12263,0.008316,0.01958,True,6,0,0,0,0,0,1,1,2,1163,291,0.000492,0.001209,1371,,0,1,2,0,1,1,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-03_deep_thinking_r1_3f8c10,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-03,deep_thinking,1,19.6,16,282,1104,227869,0.051381,0.220892,True,15,8,7,6,0,0,0,1,2,1175,294,0.001575,0.006761,1243,0.26,15,1,2,0,8,1,0,0,0,3,0,0
pi_DeepSeek-V4-Pro_go-med-01_bounded_efficiency_r2_444732,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-med-01,bounded_efficiency,2,14.93,5,210,863,11769,0.013231,0.023481,True,7,1,1,0,0,0,0,0,3,1303,326,0.000699,0.001714,1221,,0,1,3,0,2,1,0,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_js-low-03_bounded_efficiency_r1_8d868c,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,js-low-03,bounded_efficiency,1,25.45,8,411,1163,132437,0.060628,0.234488,True,7,4,3,1,0,0,0,1,2,1287,322,0.001438,0.008198,1108,0.09,7,3,2,0,2,0,0,0,0,0,0,0
pi_Inkling_js-high-01_adjacent_cleanup_r2_44daa7,screening_pi,pi,thinkingmachines/Inkling,js-high-01,adjacent_cleanup,2,16.98,14,524,1282,40985,0.017386,0.046177,True,14,0,0,0,1,1,1,1,2,5337,1334,0.002879,0.010418,3018,,0,2,6,0,2,3,1,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_bounded_efficiency_r2_5b762f,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,bounded_efficiency,2,11.16,6,1534,2153,17085,0.014959,0.03019,True,6,1,1,0,0,0,0,1,2,3541,885,0.001481,0.003573,3029,,0,1,2,0,2,1,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-03_bounded_efficiency_r1_8ae513,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-03,bounded_efficiency,1,6.77,6,72,488,79401,0.019647,0.077383,True,5,2,1,1,0,0,0,1,2,671,168,0.000327,0.000998,543,0.08,5,1,2,0,2,0,0,0,0,0,0,0
pi_GLM-5.2_js-low-01_verbose_repetition_r1_f0f1e9,screening_pi,pi,zai-org/GLM-5.2,js-low-01,verbose_repetition,1,5.95,5,64,238,9065,0.011987,0.013738,True,5,0,0,0,0,0,0,1,2,1261,315,0.000568,0.001124,707,,0,1,2,0,1,1,0,0,0,0,0,0
claude-code_Inkling_js-med-03_bounded_efficiency_r1_4422c0,screening_cc,claude-code,thinkingmachines/Inkling,js-med-03,bounded_efficiency,1,18.16,15,612,1129,265190,0.079805,0.269762,True,14,9,8,8,0,0,0,1,2,2285,571,0.003652,0.018693,1205,0.19,14,1,3,0,9,1,0,0,0,0,0,0
claude-code_GLM-5.2_js-low-03_exhaustive_exploration_r2_a2fcdc,screening_cc,claude-code,zai-org/GLM-5.2,js-low-03,exhaustive_exploration,2,225.92,81,955,4286,1594492,0.500253,2.251147,False,82,75,74,70,0,0,0,1,2,3839,960,0.028178,0.145837,4496,0.87,82,2,2,0,13,1,63,0,1,0,0,0
pi_GLM-5.2_js-low-01_baseline_r2_6b4aa4,screening_pi,pi,zai-org/GLM-5.2,js-low-01,baseline,2,5.41,4,45,244,6865,0.006088,0.010685,True,4,0,0,0,0,0,0,0,1,1251,313,0.00054,0.000988,620,,0,1,1,0,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_multiple_approaches_r2_4f1aba,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,multiple_approaches,2,24.3,6,861,1934,21634,0.015594,0.044373,True,8,1,1,0,0,0,1,1,3,4163,1041,0.002461,0.007464,3334,,0,1,3,0,2,0,2,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_adjacent_cleanup_r1_7de66f,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,adjacent_cleanup,1,13.45,5,2292,2823,13668,0.019633,0.029105,True,5,0,0,0,0,0,0,1,2,1846,462,0.000732,0.00162,3132,,0,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_js-low-01_bounded_efficiency_r2_223291,screening_pi,pi,zai-org/GLM-5.2,js-low-01,bounded_efficiency,2,4.4,4,32,173,6548,0.003581,0.009928,True,4,0,0,0,0,0,0,0,1,836,209,0.000341,0.000552,428,,0,1,1,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.6_js-high-02_deep_thinking_r1_69fee0,screening_pi,pi,moonshotai/Kimi-K2.6,js-high-02,deep_thinking,1,25.13,8,3471,4265,29803,0.027052,0.054956,True,8,1,1,0,0,0,2,1,2,2430,608,0.00119,0.003494,4682,,0,1,2,0,2,2,1,0,0,0,0,0
claude-code_Kimi-K2.6_go-med-01_no_questions_autonomy_r2_98b8bc,screening_cc,claude-code,moonshotai/Kimi-K2.6,go-med-01,no_questions_autonomy,2,34.59,17,3712,5035,234382,0.07614,0.303916,True,16,8,7,5,0,0,0,0,3,2487,622,0.004129,0.02104,2061,0.24,16,2,5,1,8,0,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_js-high-02_bounded_efficiency_r1_e1031f,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,js-high-02,bounded_efficiency,1,34.14,7,271,951,19492,0.015119,0.015119,True,7,1,1,0,0,0,1,1,2,2554,638,0.000786,0.001593,1866,,0,1,2,0,2,1,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_go-high-01_no_questions_autonomy_r2_febbc5,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,go-high-01,no_questions_autonomy,2,22.66,18,1055,2104,294322,0.068266,0.288022,True,17,15,14,10,0,0,0,0,1,977,244,0.001525,0.006698,1346,0.25,17,1,1,0,15,0,0,0,0,0,0,0
claude-code_Inkling_js-med-03_deep_thinking_r2_b3bc00,screening_cc,claude-code,thinkingmachines/Inkling,js-med-03,deep_thinking,2,17.96,12,453,1143,195759,0.067269,0.200388,True,11,6,5,2,0,0,0,1,2,2404,601,0.003342,0.016725,1402,0.21,11,1,3,0,4,1,2,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_no_questions_autonomy_r1_e96265,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,no_questions_autonomy,1,13.57,5,1531,2126,12218,0.013349,0.024229,True,5,0,0,0,0,0,0,1,2,1642,410,0.000639,0.001372,2534,,0,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_js-low-01_verbose_repetition_r2_ffa2df,screening_pi,pi,zai-org/GLM-5.2,js-low-01,verbose_repetition,2,12.65,5,64,265,8996,0.005151,0.01376,True,5,0,0,0,0,0,0,1,2,1247,312,0.000561,0.001105,686,,0,1,2,0,1,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-med-01_verbose_repetition_r1_2644be,screening_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-med-01,verbose_repetition,1,17.45,6,313,946,15134,0.01149,0.029625,True,7,0,0,0,0,0,0,1,3,1723,431,0.000978,0.002739,1424,,0,1,3,0,1,2,0,0,0,0,0,0
pi_Kimi-K2.6_js-high-02_adjacent_cleanup_r2_d3daf6,screening_pi,pi,moonshotai/Kimi-K2.6,js-high-02,adjacent_cleanup,2,14.88,5,2044,2576,12422,0.01773,0.026498,True,5,0,0,0,0,0,0,1,2,1112,278,0.000421,0.00086,2836,,0,1,2,0,1,1,0,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_js-low-03_deep_thinking_r1_c5e405,screening_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,js-low-03,deep_thinking,1,33.67,7,1209,2160,113551,0.060015,0.205096,True,6,3,2,1,0,0,0,1,2,1162,290,0.001251,0.006989,1122,0.07,6,2,2,0,2,0,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_js-high-02_no_questions_autonomy_r2_610db7,screening_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,js-high-02,no_questions_autonomy,2,11.39,6,262,878,15007,0.012165,0.012165,True,6,0,0,0,0,0,1,1,2,1838,460,0.000464,0.000841,1398,,0,1,3,0,1,1,0,0,0,0,0,0
claude-code_Kimi-K2.6_go-med-01_bounded_efficiency_r1_471355,screening_cc,claude-code,moonshotai/Kimi-K2.6,go-med-01,bounded_efficiency,1,15.01,9,855,1456,144937,0.04006,0.180476,True,8,3,2,1,0,0,0,0,3,1432,358,0.001586,0.007367,993,0.15,8,1,3,0,3,0,1,0,0,0,0,0
claude-code_GLM-5.2_js-low-03_baseline_r2_cb3606,screening_cc,claude-code,zai-org/GLM-5.2,js-low-03,baseline,2,25.92,11,115,926,156584,0.084157,0.223292,True,10,6,5,0,0,0,0,1,2,894,224,0.001057,0.00432,790,0.2,10,1,2,0,4,1,2,0,0,0,0,0
pi_Kimi-K2.6_js-med-02_no_questions_autonomy_r2_4a0fe6,screening_pi,pi,moonshotai/Kimi-K2.6,js-med-02,no_questions_autonomy,2,11.13,6,1009,1520,15084,0.013485,0.024941,True,6,1,1,0,0,0,0,1,2,3324,831,0.001373,0.003255,2441,,0,1,2,0,2,1,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_go-high-01_deep_thinking_r2_da2efd,screening_cc,claude-code,moonshotai/Kimi-K2.7-Code,go-high-01,deep_thinking,2,17.8,12,1569,2356,195188,0.050149,0.194853,True,11,8,7,7,0,0,0,0,2,1190,298,0.001114,0.004439,1204,0.11,11,1,2,0,8,0,0,0,0,0,0,0
